lane,patch,stage,kind,t0_ms,t1_ms
-1,0,read,read,0.27524,77.1635
-1,1,read,read,77.378,182.374
-1,2,read,read,182.399,251.216
-1,3,read,read,1000.9,1073.78
-1,4,read,read,2819.73,2887.11
-1,5,read,read,4280.44,4378.78
-1,6,read,read,5711.55,5794.49
-1,7,read,read,7379.08,7468.17
-1,8,read,read,8906.01,8969.82
-1,9,read,read,10401.2,10450.9
-1,10,read,read,11867.2,11909.5
-1,11,read,read,13273.1,13310.8
-1,12,read,read,14805.5,14892
-1,13,read,read,16303.5,16365.7
-1,14,read,read,17828.1,17926.2
-1,15,read,read,19289.9,19339.7
0,8,normalize,cpu,87.7762,91.5231
0,8,g_a_cpu,cpu,91.6801,92.0183
0,8,g_a,dpu,92.0265,128.927
0,8,g_a,dpu,128.933,490.676
0,8,g_a_cpu,cpu,490.678,491.113
0,8,h_a,dpu,491.122,817.672
0,8,eb_enc,cpu,817.673,817.803
0,8,eb_dec,cpu,817.803,817.941
0,8,h_s,dpu,817.941,841.774
0,8,gc,cpu,841.781,891.979
0,31,normalize,cpu,892.55,900.296
0,31,g_a_cpu,cpu,900.299,900.637
0,31,g_a,dpu,900.641,943.732
0,31,g_a,dpu,943.734,1162.81
0,31,g_a_cpu,cpu,1162.81,1163.23
0,31,h_a,dpu,1163.23,1419.11
0,31,eb_enc,cpu,1419.11,1419.29
0,31,eb_dec,cpu,1419.3,1419.44
0,31,h_s,dpu,1419.44,1605.21
0,31,gc,cpu,1605.21,1615.33
0,63,normalize,cpu,1615.92,1619.58
0,63,g_a_cpu,cpu,1619.58,1620.19
0,63,g_a,dpu,1620.19,1773.64
0,63,g_a,dpu,1773.65,2001.96
0,63,g_a_cpu,cpu,2001.96,2002.33
0,63,h_a,dpu,2002.33,2223.39
0,63,eb_enc,cpu,2223.39,2223.53
0,63,eb_dec,cpu,2223.53,2223.69
0,63,h_s,dpu,2223.69,2382.28
0,63,gc,cpu,2382.28,2394.89
0,97,normalize,cpu,2395.44,2399.1
0,97,g_a_cpu,cpu,2399.1,2399.4
0,97,g_a,dpu,2399.4,2577.38
0,97,g_a,dpu,2577.39,2796.68
0,97,g_a_cpu,cpu,2796.69,2797.17
0,97,h_a,dpu,2797.17,2991.76
