id,run_name,data_name,model_name,architecture,lmbda,seed,lr,no_output_padding,no_residual_blocks,tags,run_dir,epoch,lr-Adam,test/mse,train/lr,test/loss,test/psnr,test/ssim,train/mse,valid/mse,train/loss,train/psnr,train/ssim,valid/loss,valid/psnr,valid/ssim,test/ms_ssim,train/ms_ssim,val_batch/mse,valid/ms_ssim,val_batch/loss,val_batch/psnr,trainer/global_step,val_large_patch/bpp,val_reconstructions,val_large_patch/loss,val_large_patch_comparison,val_large_patch/mse_to_MERLIN,val_large_patch/psnr_to_MERLIN,val_large_patch/ssim_to_MERLIN,val_large_patch/ms_ssim_to_MERLIN,net_lr,test/aux,test/bpp,train/aux,train/bpp,valid/aux,valid/bpp,test/merlin,train/merlin,valid/merlin,test/distortion,test/mse_merlin,test/psnr_merlin,test/ssim_merlin,train/distortion,valid/distortion,test/mse_adam_noc,test/psnr_adam_noc,test/ssim_adam_noc,test/ms_ssim_merlin,test/ms_ssim_adam_noc,test/enl_recon,test/mse_noisy,test/ratio_enl,test/epd_merlin,test/psnr_noisy,test/ratio_mean,test/ssim_noisy,test_sub500/aux,test_sub500/bpp,test_sub500/loss,test/epd_adam_noc,test/bpp_bitstream,test/ms_ssim_noisy,test_sub500/merlin,test_sub500/enl_recon,test_sub500/mse_noisy,test_sub500/ratio_enl,test_sub500/epd_merlin,test_sub500/mse_merlin,test_sub500/psnr_noisy,test_sub500/ratio_mean,test_sub500/ssim_noisy,test_sub500/psnr_merlin,test_sub500/ssim_merlin,test_sub500/epd_adam_noc,test_sub500/mse_adam_noc,test_sub500/bpp_bitstream,test_sub500/ms_ssim_noisy,test_sub500/psnr_adam_noc,test_sub500/ssim_adam_noc,test_sub500/ms_ssim_merlin,test_sub500/ms_ssim_adam_noc,test/reconstruction_image_logI
ui48mk6u,MERLIN_GT,TSXSSCDataModule,MerlinUNet_None,ResFP,,42,,,False,"[""Merlin"", ""TSX_SSC""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/merlin/runs/2026-01-07_16-09-16,30,1.0000000000000002e-06,9.41745662689209,9.999999974752427e-07,5.629276752471924,21.600128173828125,0.4268280565738678,9.369450569152832,9.37496852874756,5.198030471801758,24.86767578125,0.6347219347953796,5.701984405517578,20.910343170166016,0.3860726356506348,0.5770944952964783,0.7047789692878723,8.860265731811523,0.5716589689254761,5.6238226890563965,21.76411819458008,54450,-1.0,"{'path': 'media/images/val_reconstructions_108990_3a85851993b5321b4f9e.png', 'size': 1249096, '_type': 'image-file', 'width': 1200, 'format': 'png', 'height': 1200, 'sha256': '3a85851993b5321b4f9e04a2f7482630a7c961776cebf13b84d2df81ea438008'}",5.694011688232422,"{'path': 'media/images/val_large_patch_comparison_108989_4e1383957fba18b10f0a.png', 'size': 667773, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': '4e1383957fba18b10f0a91a061de1e784b870b9e25ff232a346d635039d7c1bf'}",10747.8017578125,49.958740504052486,0.9951797723770142,0.9983121752738952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yk8uatcm,ADAM-NOC_GT,TSXSSCDataModule,ResidualScaleHyperpriorPatched_gdn,ResSHyp,-1.0,42,5e-05,False,False,"[""TSX_SSC"", ""adam_noc""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/adam_noc/runs/2026-01-07_21-20-26,30,0.0001,9.236565589904783,4.999999987376214e-07,5.572080135345459,21.96602249145508,0.4990368783473969,9.442001342773438,9.20786190032959,5.306589603424072,24.078569412231445,0.6000925898551941,5.633967876434326,21.101015090942383,0.4762613177299499,0.6591654419898987,0.7173336148262024,9.022168159484863,0.6604533791542053,5.632363796234131,21.436418533325195,54450,22.30189323425293,"{'path': 'media/images/val_reconstructions_108990_8ade7c82bebbb40a0db5.png', 'size': 1244162, '_type': 'image-file', 'width': 1200, 'format': 'png', 'height': 1200, 'sha256': '8ade7c82bebbb40a0db5f44aede114d020cb9049b2607a52a175ef6ee3c3a8de'}",5.7432780265808105,"{'path': 'media/images/val_large_patch_comparison_108989_f246bd4cd97394ca71a4.png', 'size': 663803, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': 'f246bd4cd97394ca71a4a15ed0274bf2fb70de84c6d61ca9a51b383e8b6f8694'}",47790.97265625,38.88108289334065,0.9693796038627625,0.9869007468223572,5.000000000000001e-07,10198.33203125,18.972259521484375,10187.83984375,19.069904327392575,10187.9248046875,19.195960998535156,5.572080135345459,5.306589603424072,5.633967876434326,5.572080135345459,56247.43359375,30.379220962524418,0.3120258152484894,5.306589603424072,5.633967876434326,56222.84765625,30.38111686706543,0.31260886788368225,0.7898821830749512,0.7900525331497192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qoi4ivp8,ResSHyp-gdn_1_merlinʎ2_lr5e-05_b12_no_out_pad,TSXSSCDataModule,ResidualScaleHyperpriorPatched_gdn,ResSHyp,2.0,1,5e-05,True,False,"[""TSX_SSC"", ""hyperprior""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/hyperprior/multiruns/2026-01-08_23-09-17/1,0,0.0001,,4.999999873689376e-06,11.481189727783203,,,10.15955924987793,11.167162895202637,10.87973403930664,23.687255859375,0.5782347917556763,11.633267402648926,19.007427215576172,0.35289958119392395,,0.6609582901000977,9.926928520202637,0.5411087274551392,11.399558067321776,20.23716163635254,18150,0.05473803356289864,"{'path': 'media/images/val_reconstructions_3285_fa573bc242ff75a4c5e0.png', 'size': 1494077, '_type': 'image-file', 'width': 1600, 'format': 'png', 'height': 1200, 'sha256': 'fa573bc242ff75a4c5e057fde9d6d4129855feac453a1eb30c3c8765412d9d98'}",12.18095874786377,"{'path': 'media/images/val_large_patch_comparison_3284_e6b31cf547746fbe3a60.png', 'size': 620270, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': 'e6b31cf547746fbe3a60c8e3c35302554f723277349496b192740419c1ebb01f'}",978133.75,36.08513166050408,0.9556266069412231,0.9756537079811096,5e-06,6915.77294921875,0.0488680936396122,6915.77294921875,0.2053465247154236,6915.75,0.04951465502381325,5.716166019439697,5.337193965911865,5.791877746582031,,4618.09375,18.916616439819336,0.6239157915115356,5.337193965911865,5.791877746582031,3596.31201171875,20.00200843811035,0.6729894280433655,0.6731001734733582,0.7192862033843994,0.5235148668289185,19588.912109375,0.13142932951450348,0.8477336168289185,12.178131103515623,0.4259254038333893,0.09507278352975844,6915.75048828125,0.048964958637952805,11.494147300720217,0.9387832283973694,0.04993801936507225,0.4001871347427368,5.722591876983643,0.275810182094574,19844.279296875,0.0977526381611824,0.8499240875244141,4711.16748046875,11.955322265625,0.42693623900413513,0.09401679784059525,18.431528091430664,0.6172654032707214,0.9449928998947144,3653.14892578125,0.050025392323732376,0.3974951207637787,19.530261993408203,0.6674378514289856,0.668631911277771,0.716227650642395,"{'path': 'media/images/test/reconstruction_image_logI_3656_e0c8bcc9f9f1389bb4ff.png', 'size': 558938, '_type': 'image-file', 'width': 1024, 'format': 'png', 'height': 1024, 'sha256': 'e0c8bcc9f9f1389bb4ffcdde966fae47353434bde1774d8eb7f118e2417707fd', 'caption': 'mse=15142.9033, psnr=12.9291, bpp=0.0549, bpp_bitstream=0.0560, ssim=0.4257, ms_ssim=0.5646, enl_recon=0.0008, enl_roi=18.3070, ratio_mean=0.8513, ratio_enl=0.0279, epd=0.1267, loss=12.1327'}"
nw2gabla,ResSHyp-gdn_1_merlinʎ100_lr5e-05_b12_no_out_pad,TSXSSCDataModule,ResidualScaleHyperpriorPatched_gdn,ResSHyp,100.0,1,5e-05,True,False,"[""TSX_SSC"", ""hyperprior""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/hyperprior/multiruns/2026-01-08_23-09-17/3,0,0.0001,,4.999999873689376e-06,559.5764770507812,,,9.32021427154541,9.39089298248291,532.0012817382812,24.946796417236328,0.576114296913147,565.3182373046875,21.028501510620117,0.451541930437088,,0.6838051676750183,8.969803810119629,0.6438365578651428,560.0637817382812,21.664478302001953,18150,0.728707492351532,"{'path': 'media/images/val_reconstructions_3285_ae19023dffc3b76935b3.png', 'size': 1580845, '_type': 'image-file', 'width': 1600, 'format': 'png', 'height': 1200, 'sha256': 'ae19023dffc3b76935b3a780c25bf499f8442b818f9d66a540b4f674eba3c803'}",579.4885864257812,"{'path': 'media/images/val_large_patch_comparison_3284_77882076970d80477ab1.png', 'size': 654331, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': '77882076970d80477ab1844e97a3eadc2efd3ec3d4206912297ea83ba2c14dc2'}",755069.1875,49.55119896847051,0.9967053532600404,0.9979567527770996,5e-06,7120.77783203125,0.6041550040245056,7120.8115234375,0.7049810886383057,7120.75390625,0.6219810247421265,5.589725494384766,5.312963008880615,5.6469597816467285,,1154.345703125,24.97529411315918,0.787641167640686,5.312963008880615,5.6469597816467285,404.8567504882813,29.407161712646484,0.887717068195343,0.873268723487854,0.9372560381889344,0.20183056592941284,11307.4677734375,0.6295264363288879,0.8322272896766663,14.451139450073242,0.4413384795188904,0.20899277925491333,7120.791015625,0.6057749390602112,560.1283569335938,0.9299726486206056,0.6072061657905579,0.6928850412368774,5.595226287841797,0.04993747919797897,11425.853515625,0.5897312164306641,0.830072283744812,1190.681396484375,14.291611671447754,0.4417940676212311,0.20902234315872192,24.418617248535156,0.7833359837532043,0.9285095930099488,406.7914733886719,0.6087666153907776,0.6922263503074646,29.01258659362793,0.8867760300636292,0.870629072189331,0.936959981918335,"{'path': 'media/images/test/reconstruction_image_logI_3656_852f75b1b78e55fe69bf.png', 'size': 804059, '_type': 'image-file', 'width': 1024, 'format': 'png', 'height': 1024, 'sha256': '852f75b1b78e55fe69bf70262831fd069504df85b2ffa254a0dbdbf273a618b9', 'caption': 'mse=3445.7664, psnr=19.3583, bpp=0.7056, bpp_bitstream=0.7084, ssim=0.7166, ms_ssim=0.8821, enl_recon=0.0001, enl_roi=13.5739, ratio_mean=0.8000, ratio_enl=0.4795, epd=0.4823, loss=576.9264'}"
n9edm9nr,ResSHyp-gdn_1_merlinʎ200_lr5e-05_b12_no_out_pad,TSXSSCDataModule,ResidualScaleHyperpriorPatched_gdn,ResSHyp,200.0,1,5e-05,True,False,"[""TSX_SSC"", ""hyperprior"", ""weird_results""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/hyperprior/multiruns/2026-01-08_23-09-17/5,0,0.0001,,4.999999873689376e-06,1118.593505859375,,,9.340420722961426,9.426323890686035,1063.409423828125,24.954862594604492,0.5769736766815186,1129.883056640625,20.957910537719727,0.4621843695640564,,0.6911801695823669,8.978095054626465,0.6515104174613953,1120.0498046875,21.730024337768555,18150,1.1474645137786863,"{'path': 'media/images/val_reconstructions_3285_33759f57092ac65c7164.png', 'size': 1589716, '_type': 'image-file', 'width': 1600, 'format': 'png', 'height': 1200, 'sha256': '33759f57092ac65c7164ce9fd64aa11dbad7c60f59a99da449216d4b2bb71e40'}",1157.0390625,"{'path': 'media/images/val_large_patch_comparison_3284_268fd9def07f6d56ec00.png', 'size': 655264, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': '268fd9def07f6d56ec000322c6050ba40b5b0e81e8c62176b176f47afe021836'}",180573.609375,44.8668255999895,0.9906953573226928,0.9950729608535768,5e-06,7279.466796875,0.9536014795303344,7279.5146484375,1.0192431211471558,7279.43798828125,0.9817706942558287,5.588201999664307,5.31195068359375,5.644505977630615,,1119.192626953125,25.06003761291504,0.8002990484237671,5.31195068359375,5.644505977630615,353.3684997558594,29.90855407714844,0.9046016931533812,0.8837867379188538,0.9490339756011964,0.1953708976507187,11731.2060546875,0.655269980430603,0.8528295159339905,14.28752613067627,0.4271685481071472,0.21738369762897491,7279.49462890625,0.9561155438423156,1119.67578125,0.9531247615814208,0.9574316740036012,0.6944249272346497,5.593599319458008,0.054199445992708206,11839.306640625,0.6182399392127991,0.8509589433670044,1149.80615234375,14.132122039794922,0.42769655585289,0.21754680573940277,24.540008544921875,0.796208381652832,0.9516014456748962,353.2070617675781,0.959847629070282,0.6940169334411621,29.55986595153809,0.9037919640541076,0.8812462091445923,0.9486591815948486,"{'path': 'media/images/test/reconstruction_image_logI_3656_25180e2042ef0c5a8f3f.png', 'size': 804990, '_type': 'image-file', 'width': 1024, 'format': 'png', 'height': 1024, 'sha256': '25180e2042ef0c5a8f3f24b7f7707194364d1f1eeefaff34efa89aa4354aa026', 'caption': 'mse=3403.4211, psnr=19.4120, bpp=1.1150, bpp_bitstream=1.1182, ssim=0.7344, ms_ssim=0.8898, enl_recon=0.0003, enl_roi=15.0534, ratio_mean=0.7750, ratio_enl=0.5133, epd=0.5114, loss=1152.3265'}"
23t1xxy1,ResSHyp-gdn_1_merlinʎ500_lr5e-05_b12_no_out_pad,TSXSSCDataModule,ResidualScaleHyperpriorPatched_gdn,ResSHyp,500.0,1,5e-05,True,False,"[""TSX_SSC"", ""hyperprior""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/hyperprior/multiruns/2026-01-08_23-09-17/7,0,0.0001,,4.999999873689376e-06,2799.748291015625,,,9.281846046447754,9.301647186279297,2656.524169921875,25.172677993774418,0.5849847793579102,2826.58740234375,21.119848251342773,0.4477187991142273,,0.7208208441734314,9.035232543945312,0.6489896774291992,2806.186767578125,21.65822982788086,18150,1.994193196296692,"{'path': 'media/images/val_reconstructions_3285_751852b4d81dfd3b48e9.png', 'size': 1580872, '_type': 'image-file', 'width': 1600, 'format': 'png', 'height': 1200, 'sha256': '751852b4d81dfd3b48e95b934bf7897587ab16b456226c0bf74e220488d3b351'}",2882.460693359375,"{'path': 'media/images/val_large_patch_comparison_3284_02036dbc67aeaa9a1d99.png', 'size': 660720, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': '02036dbc67aeaa9a1d9924076d554f4ac1c55465a82d0f0f20f88250d2c8e739'}",49121.36328125,40.64475717818499,0.9725375175476074,0.9889200925827026,5e-06,7866.666015625,1.1483415365219116,7866.68359375,1.071197748184204,7866.666015625,1.2419337034225464,5.597197532653809,5.310905933380127,5.650691986083984,,1015.782470703125,25.498594284057617,0.8273532390594482,5.310905933380127,5.650691986083984,213.0642242431641,32.02457046508789,0.9374090433120728,0.8910279870033264,0.9640498161315918,0.26345735788345337,11185.0302734375,0.6215190291404724,0.8379271626472473,14.517040252685549,0.4537242650985718,0.19753646850585935,7866.666015625,1.160663366317749,2802.304443359375,0.9422017335891724,1.154524326324463,0.6251921653747559,5.6022868156433105,0.07977257668972015,11320.8095703125,0.5993889570236206,0.8471120595932007,1048.4228515625,14.344966888427734,0.4536372423171997,0.19827088713645935,24.959075927734375,0.8244373202323914,0.951802372932434,214.0494842529297,1.1668964624404907,0.625040590763092,31.697660446166992,0.9370256066322328,0.8896909356117249,0.9637887477874756,"{'path': 'media/images/test/reconstruction_image_logI_3656_3653167158a8908d42a3.png', 'size': 844736, '_type': 'image-file', 'width': 1024, 'format': 'png', 'height': 1024, 'sha256': '3653167158a8908d42a3ac69735f46f9dadb6778abffaae13329962061eb2bfe', 'caption': 'mse=3349.8928, psnr=19.4808, bpp=1.8932, bpp_bitstream=1.8987, ssim=0.7563, ms_ssim=0.8984, enl_recon=0.0088, enl_roi=23.7505, ratio_mean=0.7514, ratio_enl=0.5918, epd=0.6078, loss=2874.2905'}"
jarj7mmz,ResSHyp-gdn_1_merlinʎ1000_lr5e-05_b12_no_out_pad,TSXSSCDataModule,ResidualScaleHyperpriorPatched_gdn,ResSHyp,1000.0,1,5e-05,True,False,"[""TSX_SSC"", ""hyperprior""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/hyperprior/multiruns/2026-01-08_23-09-17/9,0,0.0001,,4.999999873689376e-06,5590.66748046875,,,9.485095977783203,9.392376899719238,5311.76611328125,24.814050674438477,0.582628071308136,5645.5498046875,20.93425178527832,0.46362924575805664,,0.710576057434082,8.764079093933105,0.6502416729927063,5599.08642578125,22.00869369506836,18150,2.466651201248169,"{'path': 'media/images/val_reconstructions_3285_3e9e4803b0da3014fca3.png', 'size': 1589882, '_type': 'image-file', 'width': 1600, 'format': 'png', 'height': 1200, 'sha256': '3e9e4803b0da3014fca3a75e7dd24938354baed843d45d9057a0aef7fd2f74c9'}",5746.5,"{'path': 'media/images/val_large_patch_comparison_3284_72f921f12aa107c83117.png', 'size': 664290, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': '72f921f12aa107c83117e6aca4065ae6547762fdc04ffcaf627441108ff4fe68'}",48365.1171875,41.29901238449577,0.975738286972046,0.9899981617927552,5e-06,8468.0283203125,1.657556653022766,8468.09765625,1.4786698818206787,8468.0224609375,1.751508355140686,5.589009761810303,5.3102874755859375,5.643791198730469,,980.6396484375,25.64611434936523,0.8378819227218628,5.3102874755859375,5.643791198730469,182.04196166992188,32.82832336425781,0.952994167804718,0.9044468402862548,0.9756036996841432,0.2313234806060791,11729.796875,0.6678783893585205,0.8758349418640137,14.300591468811035,0.4296679198741913,0.21595147252082825,8468.0830078125,1.6708451509475708,5595.716796875,0.9827056527137756,1.6635291576385498,0.6565765142440796,5.5940446853637695,0.07473158091306686,11872.92578125,0.645611047744751,0.8818157911300659,1008.5733642578124,14.13076114654541,0.4294362664222718,0.21671433746814728,25.12339973449707,0.8350503444671631,0.988341212272644,182.36236572265625,1.6768183708190918,0.6564520001411438,32.44858169555664,0.9527201056480408,0.9031371474266052,0.9754276275634766,"{'path': 'media/images/test/reconstruction_image_logI_3656_b4d5471015c527073c83.png', 'size': 873528, '_type': 'image-file', 'width': 1024, 'format': 'png', 'height': 1024, 'sha256': 'b4d5471015c527073c83b46f63365c2ac0750865f8f3785a0d5bb87ab59165b2', 'caption': 'mse=3440.5232, psnr=19.3649, bpp=2.3554, bpp_bitstream=2.3615, ssim=0.7592, ms_ssim=0.9013, enl_recon=0.0112, enl_roi=22.6854, ratio_mean=0.7198, ratio_enl=0.6320, epd=0.6339, loss=5741.2124'}"
lwks3okq,ResSHyp-gdn_0_merlinʎ1_lr5e-05_b12,TSXSSCDataModule,ResidualScaleHyperpriorPatched_gdn,ResSHyp,1.0,0,5e-05,False,False,"[""TSX_SSC"", ""hyperprior""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/hyperprior/multiruns/2026-01-09_12-33-00/2,0,0.0001,,4.999999873689376e-06,6.455078125,,,11.424019813537598,8.092767715454102,5.791170597076416,20.34419822692871,0.48502540588378906,6.632673263549805,23.51630401611328,0.35408562421798706,,0.6147720813751221,8.090934753417969,0.6499243378639221,5.977548122406006,23.968753814697266,18150,0.0339977964758873,"{'path': 'media/images/val_reconstructions_3285_5e91dcc4b58157a92af8.png', 'size': 1512733, '_type': 'image-file', 'width': 1600, 'format': 'png', 'height': 1200, 'sha256': '5e91dcc4b58157a92af8405702510cb4ceb332ec6216df27dbd2ec9d4233d682'}",11.190299034118652,"{'path': 'media/images/val_large_patch_comparison_3284_1afef4f8bc7c4f574a93.png', 'size': 563398, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': '1afef4f8bc7c4f574a935b5d68db1ff506e69b2dc7de3fdeb4cbef1c08be8086'}",209961.78125,1.3094229243494553,0.35410648584365845,0.22868147492408752,5e-06,6961.13134765625,0.026269378140568733,6961.1494140625,0.20650118589401245,6961.10302734375,0.02685091830790043,6.428811073303223,5.584669589996338,6.605826377868652,,9538.5185546875,15.788125038146973,0.5864385366439819,5.584669589996338,6.605826377868652,9446.6669921875,15.901115417480469,0.6241393685340881,0.367929607629776,0.40086278319358826,3258.580810546875,8499.357421875,0.03046361170709133,0.0065916734747588634,15.575054168701172,1.487307071685791,0.08951849490404129,6961.12548828125,0.026293039321899418,6.443877696990967,0.0073489234782755375,0.028042305260896683,0.22990131378173828,6.417582988739014,2849.998779296875,8531.5078125,0.016975536942481995,0.006726306397467852,9733.4560546875,15.49271011352539,1.4766221046447754,0.08865655213594437,15.30901336669922,0.5802958607673645,0.007589050568640232,9575.3486328125,0.028056640177965164,0.2272249162197113,15.412399291992188,0.6185426115989685,0.3636320233345032,0.3959380686283112,"{'path': 'media/images/test/reconstruction_image_logI_3661_2b186ba00e3109676dc8.png', 'size': 375533, '_type': 'image-file', 'width': 1024, 'format': 'png', 'height': 1024, 'sha256': '2b186ba00e3109676dc81bb5adce8ff7313ce2e89179a812fa7452796199b742', 'caption': 'mse=26958.7266, psnr=10.4242, bpp=0.0330, bpp_bitstream=0.0339, ssim=0.3727, ms_ssim=0.2566, enl_recon=9.7095, enl_roi=22736.4458, ratio_mean=11.5683, ratio_enl=0.0027, epd=0.0039, loss=10.5312'}"
usjsyr2d,ResSHyp-gdn_0_merlinʎ2_lr5e-05_b12,TSXSSCDataModule,ResidualScaleHyperpriorPatched_gdn,ResSHyp,2.0,0,5e-05,False,False,"[""TSX_SSC"", ""hyperprior""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/hyperprior/multiruns/2026-01-09_12-33-00/3,0,0.0001,,4.999999873689376e-06,11.4921236038208,,,9.456283569335938,11.134917259216309,10.861361503601074,24.95999526977539,0.5907358527183533,11.63638973236084,19.015474319458008,0.3531971871852875,,0.6754662990570068,9.73137378692627,0.5422451496124268,11.392788887023926,20.607013702392575,18150,0.058102745562791824,"{'path': 'media/images/val_reconstructions_3285_0242fae3ef14ba28efe7.png', 'size': 1487231, '_type': 'image-file', 'width': 1600, 'format': 'png', 'height': 1200, 'sha256': '0242fae3ef14ba28efe7e517fb5415a1119eb3d02c04b27f89bbbc835b5c01cf'}",12.19048023223877,"{'path': 'media/images/val_large_patch_comparison_3284_88910cbb886a5c2edb24.png', 'size': 622008, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': '88910cbb886a5c2edb2442eb2f87041c4f3fd741fce7f9a763788fc500f7a74d'}",2512571.5,37.4999629656043,0.9732159376144408,0.983120620250702,5e-06,7164.20458984375,0.051848363131284714,7164.2236328125,0.2080207318067551,7164.232421875,0.05217337608337402,5.720139980316162,5.326670169830322,5.79210901260376,,4685.03759765625,18.85140609741211,0.6268134117126465,5.326670169830322,5.79210901260376,3659.127197265625,19.92742347717285,0.675883412361145,0.6728324890136719,0.7188444137573242,0.49963459372520447,19635.74609375,0.12753161787986755,0.8553951978683472,12.175707817077637,0.4299834668636322,0.09525581449270248,7164.203125,0.0519767627120018,11.50333309173584,0.9472171068191528,0.05260539427399635,0.3993056118488312,5.725678443908691,0.24928846955299375,19962.822265625,0.09221511334180832,0.8591895699501038,4800.8798828125,11.93268871307373,0.4289308190345764,0.0941990464925766,18.35064125061035,0.6202874779701233,0.9552446007728576,3739.687744140625,0.05271191522479057,0.397235631942749,19.432409286499023,0.67046719789505,0.6693243980407715,0.7167338728904724,"{'path': 'media/images/test/reconstruction_image_logI_3656_961a4c12be077c3017f4.png', 'size': 509901, '_type': 'image-file', 'width': 1024, 'format': 'png', 'height': 1024, 'sha256': '961a4c12be077c3017f457e322fae9faeb703cde7172397909a6f3228a6bc238', 'caption': 'mse=15275.0605, psnr=12.8913, bpp=0.0579, bpp_bitstream=0.0588, ssim=0.4268, ms_ssim=0.5633, enl_recon=0.0012, enl_roi=18.5230, ratio_mean=0.8503, ratio_enl=0.0289, epd=0.1243, loss=12.1401'}"
6t7d8t03,ResSHyp-gdn_0_merlinʎ5_lr5e-05_b12,TSXSSCDataModule,ResidualScaleHyperpriorPatched_gdn,ResSHyp,5.0,0,5e-05,False,False,"[""TSX_SSC"", ""hyperprior""]",/mnt/vitisAI/Vitis-AI/DDC_FPGA/logs/train/sar_ddc/hyperprior/multiruns/2026-01-09_12-33-00/4,0,0.0001,,4.999999873689376e-06,28.397743225097656,,,9.822972297668455,9.965542793273926,26.926015853881836,23.562156677246097,0.5753262042999268,28.711750030517575,20.3853702545166,0.36440664529800415,,0.6409353613853455,9.38304615020752,0.5584723353385925,28.300827026367188,21.04950714111328,18150,0.10361221432685852,"{'path': 'media/images/val_reconstructions_3285_9983bcda2f6e2cf9bb99.png', 'size': 1523159, '_type': 'image-file', 'width': 1600, 'format': 'png', 'height': 1200, 'sha256': '9983bcda2f6e2cf9bb99662104e00bae8c82d715b5f5417a5aa562fa198b3794'}",29.824827194213867,"{'path': 'media/images/val_large_patch_comparison_3284_ca3dbca74f9d83bed890.png', 'size': 637501, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1000, 'sha256': 'ca3dbca74f9d83bed890af48465a54deee04d1f1757f6628ea46bbe69bca0c4c'}",188910.796875,35.45332471787987,0.9389441609382628,0.9690572023391724,5e-06,7191.79443359375,0.08151192963123322,7191.826171875,0.23740343749523163,7191.76708984375,0.0822371169924736,5.6632490158081055,5.337722301483154,5.725906848907471,,2365.274169921875,22.219789505004883,0.6778124570846558,5.337722301483154,5.725906848907471,1509.7811279296875,24.255210876464844,0.7369362711906433,0.7712999582290649,0.8254925012588501,0.5275191068649292,13422.7880859375,0.27517127990722656,0.7788144946098328,13.802762031555176,0.4889300763607025,0.11904679983854294,7191.79736328125,0.08171436935663223,28.42676544189453,0.8677736520767212,0.08296933770179749,0.5124040246009827,5.669010162353516,0.3237464129924774,13542.107421875,0.2357034981250763,0.7783033847808838,2403.81103515625,13.609661102294922,0.4885748028755188,0.11826611310243608,21.57050323486328,0.6720604300498962,0.8702306151390076,1512.5831298828125,0.08315625041723251,0.511077344417572,23.645809173583984,0.7328770756721497,0.7689332365989685,0.8247577548027039,"{'path': 'media/images/test/reconstruction_image_logI_3656_cddf5c7bf340f45d52a7.png', 'size': 657200, '_type': 'image-file', 'width': 1024, 'format': 'png', 'height': 1024, 'sha256': 'cddf5c7bf340f45d52a7596d6a9c8bb597e9e1aaeaca849b82e37bc2d673dd06', 'caption': 'mse=8419.2139, psnr=15.4784, bpp=0.0931, bpp_bitstream=0.0945, ssim=0.5096, ms_ssim=0.7149, enl_recon=0.0054, enl_roi=13.0053, ratio_mean=0.9282, ratio_enl=0.0797, epd=0.2227, loss=29.6561'}"
