lane,patch,stage,kind,t0_ms,t1_ms
-1,0,read,read,0.26135,66.4757
-1,1,read,read,66.6872,180.138
-1,2,read,read,180.17,264.282
-1,3,read,read,402.845,560.59
-1,4,read,read,794.925,904.772
-1,5,read,read,1158.24,1319.33
-1,6,read,read,1531.92,1637.45
-1,7,read,read,1911.45,1999.42
-1,8,read,read,2272.08,2400.27
-1,9,read,read,2670.39,2754.54
-1,10,read,read,3059.27,3159.22
-1,11,read,read,3404.62,3470.71
-1,12,read,read,3795.5,3942.17
-1,13,read,read,4183.19,4289.53
-1,14,read,read,4538.8,4609.56
-1,15,read,read,4903.57,4985.81
0,19,normalize,cpu,93.2263,102.036
0,19,g_a_cpu,cpu,105.619,106.448
0,19,g_a,dpu,106.459,121.602
0,19,g_a,dpu,121.605,164.894
0,19,g_a_cpu,cpu,164.897,165.757
0,19,h_a,dpu,165.773,211.733
0,19,eb_enc,cpu,211.736,211.967
0,19,eb_dec,cpu,211.969,212.17
0,19,h_s,dpu,212.17,259.003
0,19,gc,cpu,259.022,346.897
0,40,normalize,cpu,347.649,351.508
0,40,g_a_cpu,cpu,351.514,351.862
0,40,g_a,dpu,351.867,379.023
0,40,g_a,dpu,379.024,425.648
0,40,g_a_cpu,cpu,425.65,426.198
0,40,h_a,dpu,426.2,428.435
0,40,eb_enc,cpu,428.436,428.697
0,40,eb_dec,cpu,428.703,428.924
0,40,h_s,dpu,428.925,485.871
0,40,gc,cpu,485.872,495.931
0,72,normalize,cpu,496.423,502.793
0,72,g_a_cpu,cpu,502.808,503.91
0,72,g_a,dpu,503.92,549.911
0,72,g_a,dpu,549.914,595.061
0,72,g_a_cpu,cpu,595.063,595.643
0,72,h_a,dpu,595.646,646.188
0,72,eb_enc,cpu,646.189,646.361
0,72,eb_dec,cpu,646.362,646.514
0,72,h_s,dpu,646.514,691.307
0,72,gc,cpu,691.309,702.721
0,102,normalize,cpu,703.273,707.981
0,102,g_a_cpu,cpu,707.984,708.313
0,102,g_a,dpu,708.316,750.312
0,102,g_a,dpu,750.32,755.821
0,102,g_a_cpu,cpu,755.822,756.241
0,102,h_a,dpu,756.243,786.318
0,102,eb_enc,cpu,786.319,786.508
0,102,eb_dec,cpu,786.51,786.664
0,102,h_s,dpu,786.665,822.823
0,102,gc,cpu,822.824,833.947
0,125,normalize,cpu,834.872,838.597
0,125,g_a_cpu,cpu,838.6,839.019
0,125,g_a,dpu,839.021,879.824
0,125,g_a,dpu,879.829,920.66
0,125,g_a_cpu,cpu,920.661,921.243
0,125,h_a,dpu,921.25,950.612
0,125,eb_enc,cpu,950.614,950.812
0,125,eb_dec,cpu,950.812,950.991
0,125,h_s,dpu,950.991,972.399
0,125,gc,cpu,972.399,984.059
0,144,normalize,cpu,984.672,989.168
0,144,g_a_cpu,cpu,989.174,989.908
0,144,g_a,dpu,989.916,1030.83
0,144,g_a,dpu,1030.83,1063.07
0,144,g_a_cpu,cpu,1063.07,1063.56
0,144,h_a,dpu,1063.57,1065.6
0,144,eb_enc,cpu,1065.6,1065.82
0,144,eb_dec,cpu,1065.82,1065.98
0,144,h_s,dpu,1065.98,1105.53
0,144,gc,cpu,1105.53,1126.74
0,170,normalize,cpu,1127.61,1132.08
0,170,g_a_cpu,cpu,1132.09,1132.59
0,170,g_a,dpu,1132.59,1221.51
0,170,g_a,dpu,1221.51,1226.76
0,170,g_a_cpu,cpu,1226.76,1227.54
0,170,h_a,dpu,1227.56,1255.35
0,170,eb_enc,cpu,1255.35,1255.52
0,170,eb_dec,cpu,1255.52,1255.66
0,170,h_s,dpu,1255.66,1294.26
0,170,gc,cpu,1294.26,1316.52
0,198,normalize,cpu,1337.4,1343.15
0,198,g_a_cpu,cpu,1343.15,1343.46
0,198,g_a,dpu,1343.46,1380.06
0,198,g_a,dpu,1380.06,1441.09
0,198,g_a_cpu,cpu,1441.09,1441.46
0,198,h_a,dpu,1441.46,1443.7
0,198,eb_enc,cpu,1443.7,1443.84
0,198,eb_dec,cpu,1443.84,1443.98
0,198,h_s,dpu,1443.99,1445.03
0,198,gc,cpu,1445.03,1478.06
0,222,normalize,cpu,1485.6,1502.02
0,222,g_a_cpu,cpu,1502.03,1502.56
0,222,g_a,dpu,1502.56,1513.28
0,222,g_a,dpu,1513.29,1541.68
0,222,g_a_cpu,cpu,1541.68,1542.28
0,222,h_a,dpu,1542.29,1584.6
0,222,eb_enc,cpu,1584.6,1584.73
0,222,eb_dec,cpu,1584.73,1584.89
0,222,h_s,dpu,1584.89,1586.32
0,222,gc,cpu,1586.32,1602.51
0,241,normalize,cpu,1603.63,1607.64
0,241,g_a_cpu,cpu,1607.64,1608.46
0,241,g_a,dpu,1608.48,1657.59
0,241,g_a,dpu,1657.59,1668.34
0,241,g_a_cpu,cpu,1668.35,1669.08
0,241,h_a,dpu,1669.09,1758.75
0,241,eb_enc,cpu,1758.75,1758.88
0,241,eb_dec,cpu,1758.88,1759.02
0,241,h_s,dpu,1759.02,1759.98
0,241,gc,cpu,1759.98,1791.41
0,267,normalize,cpu,1791.98,1795.65
0,267,g_a_cpu,cpu,1795.66,1796.06
0,267,g_a,dpu,1796.07,1845.07
0,267,g_a,dpu,1845.07,1957.47
0,267,g_a_cpu,cpu,1957.47,1957.97
0,267,h_a,dpu,1957.97,1976.85
0,267,eb_enc,cpu,1976.85,1977
0,267,eb_dec,cpu,1977,1977.17
0,267,h_s,dpu,1977.18,1978.98
0,267,gc,cpu,1978.98,1994.61
0,301,normalize,cpu,1995.48,2000.47
0,301,g_a_cpu,cpu,2000.48,2001.11
0,301,g_a,dpu,2001.11,2085.54
0,301,g_a,dpu,2085.54,2121.4
0,301,g_a_cpu,cpu,2121.41,2121.82
0,301,h_a,dpu,2121.82,2158.11
0,301,eb_enc,cpu,2158.11,2158.3
0,301,eb_dec,cpu,2158.3,2158.45
0,301,h_s,dpu,2158.45,2204.48
0,301,gc,cpu,2204.48,2237.97
0,340,normalize,cpu,2238.65,2246.52
0,340,g_a_cpu,cpu,2246.52,2247.58
0,340,g_a,dpu,2247.59,2264.1
0,340,g_a,dpu,2264.1,2269.49
0,340,g_a_cpu,cpu,2269.5,2270.12
0,340,h_a,dpu,2270.12,2290.13
0,340,eb_enc,cpu,2290.13,2290.26
0,340,eb_dec,cpu,2290.26,2290.39
0,340,h_s,dpu,2290.39,2350.06
0,340,gc,cpu,2350.07,2387.52
0,363,normalize,cpu,2388.58,2403.49
0,363,g_a_cpu,cpu,2403.5,2403.87
0,363,g_a,dpu,2403.87,2420.37
0,363,g_a,dpu,2420.37,2425.52
0,363,g_a_cpu,cpu,2425.53,2426.09
0,363,h_a,dpu,2426.1,2427.64
0,363,eb_enc,cpu,2427.64,2427.78
0,363,eb_dec,cpu,2427.78,2427.91
0,363,h_s,dpu,2427.91,2429.19
0,363,gc,cpu,2429.19,2450.96
0,371,normalize,cpu,2454.88,2459.28
0,371,g_a_cpu,cpu,2459.28,2459.88
0,371,g_a,dpu,2459.88,2501.57
0,371,g_a,dpu,2501.57,2507.13
0,371,g_a_cpu,cpu,2507.13,2507.77
0,371,h_a,dpu,2507.77,2588.79
0,371,eb_enc,cpu,2588.79,2588.95
0,371,eb_dec,cpu,2588.95,2589.1
0,371,h_s,dpu,2589.1,2649.93
0,371,gc,cpu,2649.94,2660.51
0,404,normalize,cpu,2662.92,2679
0,404,g_a_cpu,cpu,2679,2679.71
0,404,g_a,dpu,2679.72,2701.68
0,404,g_a,dpu,2701.69,2744.9
0,404,g_a_cpu,cpu,2744.9,2745.78
0,404,h_a,dpu,2745.78,2778.82
0,404,eb_enc,cpu,2778.82,2778.95
0,404,eb_dec,cpu,2778.95,2779.09
0,404,h_s,dpu,2779.09,2815.13
0,404,gc,cpu,2815.13,2826.64
0,427,normalize,cpu,2827.32,2832.53
0,427,g_a_cpu,cpu,2832.53,2833.09
0,427,g_a,dpu,2833.09,2897.4
0,427,g_a,dpu,2897.41,2902.74
