lane,patch,stage,kind,t0_ms,t1_ms
-1,0,read,read,0.23034,66.2762
-1,1,read,read,66.4732,166.005
-1,2,read,read,166.029,226.368
-1,3,read,read,1042.41,1098.92
-1,4,read,read,2504.75,2570.63
-1,5,read,read,3884.31,3961.2
-1,6,read,read,5292.19,5369.02
-1,7,read,read,6741.74,6806.96
-1,8,read,read,8140.28,8201.57
-1,9,read,read,9544.08,9580.58
-1,10,read,read,10933.8,10966.4
-1,11,read,read,12393.5,12431.2
-1,12,read,read,13760.7,13822
-1,13,read,read,15248.3,15281.9
-1,14,read,read,16665.5,16699
-1,15,read,read,18129.5,18164.6
0,0,normalize,cpu,66.8499,70.5691
0,0,g_a_cpu,cpu,108.185,109.338
0,0,g_a,dpu,109.344,304.356
0,0,g_a,dpu,304.359,340.64
0,0,g_a_cpu,cpu,340.641,341.071
0,0,eb_enc,cpu,341.078,347.111
0,30,normalize,cpu,347.572,351.968
0,30,g_a_cpu,cpu,351.973,352.256
0,30,g_a,dpu,352.258,964.838
0,30,g_a,dpu,964.843,1292.11
0,30,g_a_cpu,cpu,1292.11,1292.55
0,30,eb_enc,cpu,1292.55,1297.3
0,69,normalize,cpu,1298.17,1301.83
0,69,g_a_cpu,cpu,1301.84,1302.16
0,69,g_a,dpu,1302.16,1621.41
0,69,g_a,dpu,1621.41,1952.07
0,69,g_a_cpu,cpu,1952.07,1952.53
0,69,eb_enc,cpu,1952.53,1957.25
0,95,normalize,cpu,1957.78,1966.34
0,95,g_a_cpu,cpu,1966.35,1966.72
0,95,g_a,dpu,1966.73,2276.44
0,95,g_a,dpu,2276.45,2608.26
0,95,g_a_cpu,cpu,2608.26,2608.71
0,95,eb_enc,cpu,2608.71,2613.45
0,123,normalize,cpu,2613.98,2617.69
0,123,g_a_cpu,cpu,2617.69,2617.89
0,123,g_a,dpu,2617.9,2935.86
0,123,g_a,dpu,2935.86,3268.2
0,123,g_a_cpu,cpu,3268.2,3268.65
0,123,eb_enc,cpu,3268.66,3273.36
0,149,normalize,cpu,3273.91,3277.61
0,149,g_a_cpu,cpu,3277.61,3277.87
0,149,g_a,dpu,3277.87,3592.17
0,149,g_a,dpu,3592.18,3916.18
0,149,g_a_cpu,cpu,3916.18,3916.64
0,149,eb_enc,cpu,3916.65,3921.51
0,177,normalize,cpu,3922.08,3925.8
0,177,g_a_cpu,cpu,3925.81,3926.28
0,177,g_a,dpu,3926.29,4259.19
0,177,g_a,dpu,4259.19,4585.66
0,177,g_a_cpu,cpu,4585.66,4586.19
0,177,eb_enc,cpu,4586.2,4591.01
0,204,normalize,cpu,4591.48,4595.11
0,204,g_a_cpu,cpu,4595.12,4595.41
0,204,g_a,dpu,4595.41,5212.15
0,204,g_a,dpu,5212.15,5552.04
0,204,g_a_cpu,cpu,5552.04,5552.52
0,204,eb_enc,cpu,5552.52,5557.38
0,244,normalize,cpu,5557.91,5561.56
0,244,g_a_cpu,cpu,5561.57,5561.89
0,244,g_a,dpu,5561.89,5884.09
0,244,g_a,dpu,5884.09,6220.35
0,244,g_a_cpu,cpu,6220.35,6220.83
0,244,eb_enc,cpu,6220.84,6225.62
0,271,normalize,cpu,6226.1,6229.75
0,271,g_a_cpu,cpu,6229.75,6230.01
0,271,g_a,dpu,6230.02,6551.99
0,271,g_a,dpu,6552,6880.76
0,271,g_a_cpu,cpu,6880.76,6881.26
0,271,eb_enc,cpu,6881.26,6885.99
0,297,normalize,cpu,6886.48,6890.16
0,297,g_a_cpu,cpu,6890.16,6890.41
0,297,g_a,dpu,6890.41,7212.19
0,297,g_a,dpu,7212.19,7539.94
0,297,g_a_cpu,cpu,7539.94,7540.39
0,297,eb_enc,cpu,7540.4,7545.15
0,322,normalize,cpu,7545.64,7549.3
0,322,g_a_cpu,cpu,7549.3,7549.64
0,322,g_a,dpu,7549.64,7867.12
0,322,g_a,dpu,7867.12,8196.41
0,322,g_a_cpu,cpu,8196.41,8196.8
0,322,eb_enc,cpu,8196.81,8201.72
0,350,normalize,cpu,8202.32,8206.02
0,350,g_a_cpu,cpu,8206.02,8206.25
0,350,g_a,dpu,8206.25,8527.45
0,350,g_a,dpu,8527.45,8859.84
0,350,g_a_cpu,cpu,8859.84,8860.29
0,350,eb_enc,cpu,8860.29,8865.08
0,377,normalize,cpu,8865.6,8869.42
0,377,g_a_cpu,cpu,8869.43,8869.73
0,377,g_a,dpu,8869.73,9183.62
0,377,g_a,dpu,9183.63,9507.87
0,377,g_a_cpu,cpu,9507.87,9508.34
0,377,eb_enc,cpu,9508.34,9513.14
0,404,normalize,cpu,9513.64,9517.36
0,404,g_a_cpu,cpu,9517.36,9517.62
0,404,g_a,dpu,9517.62,9831.54
0,404,g_a,dpu,9831.54,10155.8
0,404,g_a_cpu,cpu,10155.8,10156.3
0,404,eb_enc,cpu,10156.3,10161.1
0,429,normalize,cpu,10161.6,10165.2
0,429,g_a_cpu,cpu,10165.2,10165.5
0,429,g_a,dpu,10165.5,10485.3
0,429,g_a,dpu,10485.3,10816.3
0,429,g_a_cpu,cpu,10816.3,10816.8
0,429,eb_enc,cpu,10816.8,10821.5
0,455,normalize,cpu,10822,10825.7
0,455,g_a_cpu,cpu,10825.7,10826
0,455,g_a,dpu,10826,11156.2
0,455,g_a,dpu,11156.2,11479.9
0,455,g_a_cpu,cpu,11479.9,11480.4
0,455,eb_enc,cpu,11480.4,11485.1
0,481,normalize,cpu,11485.6,11489.3
0,481,g_a_cpu,cpu,11489.3,11489.5
0,481,g_a,dpu,11489.5,11808.1
0,481,g_a,dpu,11808.1,12132.1
0,481,g_a_cpu,cpu,12132.1,12132.6
0,481,eb_enc,cpu,12132.6,12137.3
0,508,normalize,cpu,12137.8,12141.5
0,508,g_a_cpu,cpu,12141.5,12141.7
0,508,g_a,dpu,12141.7,12460.4
0,508,g_a,dpu,12460.4,12788.9
0,508,g_a_cpu,cpu,12788.9,12789.3
0,508,eb_enc,cpu,12789.3,12794.2
0,535,normalize,cpu,12794.6,12798.3
0,535,g_a_cpu,cpu,12798.3,12798.6
0,535,g_a,dpu,12798.6,13124.3
0,535,g_a,dpu,13124.3,13447.5
0,535,g_a_cpu,cpu,13447.5,13447.9
0,535,eb_enc,cpu,13447.9,13452.7
0,562,normalize,cpu,13453.2,13456.9
0,562,g_a_cpu,cpu,13456.9,13457.1
0,562,g_a,dpu,13457.1,13785.6
0,562,g_a,dpu,13785.6,14110.2
0,562,g_a_cpu,cpu,14110.2,14110.7
0,562,eb_enc,cpu,14110.7,14115.5
0,590,normalize,cpu,14116,14119.6
0,590,g_a_cpu,cpu,14119.6,14119.9
0,590,g_a,dpu,14119.9,14436.1
0,590,g_a,dpu,14436.1,14759.9
0,590,g_a_cpu,cpu,14759.9,14760.4
0,590,eb_enc,cpu,14760.4,14765
0,616,normalize,cpu,14765.5,14769.2
0,616,g_a_cpu,cpu,14769.2,14769.5
0,616,g_a,dpu,14769.5,15092.4
0,616,g_a,dpu,15092.5,15420
0,616,g_a_cpu,cpu,15420,15420.5
0,616,eb_enc,cpu,15420.5,15425.2
0,642,normalize,cpu,15426,15430.4
0,642,g_a_cpu,cpu,15430.4,15430.7
0,642,g_a,dpu,15430.7,15749.7
0,642,g_a,dpu,15749.7,16080
0,642,g_a_cpu,cpu,16080,16080.5
0,642,eb_enc,cpu,16080.5,16085.3
0,669,normalize,cpu,16085.8,16089.5
0,669,g_a_cpu,cpu,16089.5,16089.8
0,669,g_a,dpu,16089.8,16404.2
0,669,g_a,dpu,16404.2,16735.1
0,669,g_a_cpu,cpu,16735.1,16735.5
0,669,eb_enc,cpu,16735.5,16740.3
0,696,normalize,cpu,16740.8,16744.4
0,696,g_a_cpu,cpu,16744.4,16744.8
0,696,g_a,dpu,16744.8,17064.3
0,696,g_a,dpu,17064.3,17398.3
0,696,g_a_cpu,cpu,17398.3,17398.8
0,696,eb_enc,cpu,17398.8,17403.6
0,724,normalize,cpu,17404,17407.7
0,724,g_a_cpu,cpu,17407.7,17407.9
0,724,g_a,dpu,17407.9,17726.8
0,724,g_a,dpu,17726.8,17763.2
0,724,g_a_cpu,cpu,17763.2,17763.6
0,724,eb_enc,cpu,17763.6,17768.4
0,741,normalize,cpu,17769.1,17772.9
0,741,g_a_cpu,cpu,17772.9,17773.2
0,741,g_a,dpu,17773.2,18088.3
0,741,g_a,dpu,18088.3,18416.4
0,741,g_a_cpu,cpu,18416.4,18416.9
0,741,eb_enc,cpu,18416.9,18421.6
0,768,normalize,cpu,18422,18425.7
0,768,g_a_cpu,cpu,18425.7,18426
0,768,g_a,dpu,18426,18744.3
0,768,g_a,dpu,18744.3,19072.4
0,768,g_a_cpu,cpu,19072.4,19072.8
0,768,eb_enc,cpu,19072.8,19078.1
0,794,normalize,cpu,19078.7,19082.4
0,794,g_a_cpu,cpu,19082.4,19082.8
0,794,g_a,dpu,19082.8,19400
0,794,g_a,dpu,19400,19724.2
0,794,g_a_cpu,cpu,19724.2,19724.6
0,794,eb_enc,cpu,19724.6,19729.4
0,821,normalize,cpu,19729.9,19733.6
0,821,g_a_cpu,cpu,19733.6,19733.8
0,821,g_a,dpu,19733.8,20048.5
0,821,g_a,dpu,20048.5,20375.4
0,821,g_a_cpu,cpu,20375.4,20375.8
0,821,eb_enc,cpu,20375.8,20380.6
0,848,normalize,cpu,20381.1,20384.8
0,848,g_a_cpu,cpu,20384.8,20385.1
0,848,g_a,dpu,20385.1,20700.3
0,848,g_a,dpu,20700.3,21028.4
0,848,g_a_cpu,cpu,21028.4,21028.9
0,848,eb_enc,cpu,21028.9,21033.6
0,875,normalize,cpu,21034.1,21037.8
0,875,g_a_cpu,cpu,21037.8,21038.1
0,875,g_a,dpu,21038.1,21355.7
0,875,g_a,dpu,21355.7,21679.9
0,875,g_a_cpu,cpu,21679.9,21680.4
0,875,eb_enc,cpu,21680.4,21685.2
0,902,normalize,cpu,21685.7,21689.3
0,902,g_a_cpu,cpu,21689.3,21689.6
0,902,g_a,dpu,21689.6,22004.3
0,902,g_a,dpu,22004.3,22332
0,902,g_a_cpu,cpu,22332,22332.4
0,902,eb_enc,cpu,22332.4,22337.1
1,6,normalize,cpu,77.044,80.8126
1,6,g_a_cpu,cpu,80.9097,81.3199
1,6,g_a,dpu,81.324,751.023
1,6,g_a,dpu,751.028,787.598
1,6,g_a_cpu,cpu,787.6,787.944
1,6,eb_enc,cpu,787.952,794.21
1,53,normalize,cpu,794.691,798.36
1,53,g_a_cpu,cpu,798.364,798.646
1,53,g_a,dpu,798.649,1408.51
1,53,g_a,dpu,1408.52,1444.94
1,53,g_a_cpu,cpu,1444.94,1445.28
1,53,eb_enc,cpu,1445.28,1450.17
1,79,normalize,cpu,1450.67,1454.34
1,79,g_a_cpu,cpu,1454.35,1454.7
1,79,g_a,dpu,1454.7,1772.38
1,79,g_a,dpu,1772.38,2112.26
1,79,g_a_cpu,cpu,2112.26,2112.61
1,79,eb_enc,cpu,2112.62,2117.43
1,105,normalize,cpu,2117.9,2121.54
1,105,g_a_cpu,cpu,2121.54,2121.89
1,105,g_a,dpu,2121.89,2440.7
1,105,g_a,dpu,2440.7,2772.29
1,105,g_a_cpu,cpu,2772.29,2772.77
1,105,eb_enc,cpu,2772.77,2777.58
